ad_spend,store_visits,discount,competitor_price,season_index,sales
2185.430534813131,227.13598412484893,11.209224554000954,499.80214623743205,1.2299983109899704,4135.332429042409
4778.214378844623,263.0460467187596,9.987362886942098,648.0480635075565,0.6845119955987116,7924.612558563037
3793.972738151323,434.54632694098115,5.284617375085801,537.6000683937998,0.8466396943698862,7067.983863745233
3193.9631788866645,203.00197372695146,18.218000103044638,249.98154986707783,1.1632806368578184,5449.0556388961
1202.0838819909643,441.3423581654771,14.298724815258867,311.34814207013324,0.9820893445244799,3280.220359043616
1201.9753415129119,89.66049393951117,25.97102976972011,331.5969104185515,1.2385710386348938,1360.8607743421544
761.3762547568977,399.5592967438838,0.9632874144617476,354.7185521869069,1.4612079012228598,2707.602306626204
4397.7926559872085,431.3964348746314,19.31603782665379,539.2420351703026,0.6165466877151975,8081.736505337572
3205.0175528444397,131.81794377680245,22.888466355346832,502.3794678952361,1.209567716398061,4877.631817782882
3686.3266000822045,243.6559395674902,22.78459707564921,321.89602301852534,0.7303441556321145,6735.203105583753
592.630224331111,124.47489859864503,26.582219012865753,240.53290607341225,0.9144767274075692,822.1288077802337
4864.594334728975,367.971858047398,21.871012284884824,302.85932268483083,0.5328627257951398,8784.836429087052
4245.991883601898,290.9064956277455,27.83430184943089,790.628787571162,0.6359073822926989,6984.4062596080985
1455.5259980522428,335.89550601874447,9.979697994626743,481.1281698748834,0.8197772890488997,3090.1484133738586
1318.2123524319527,138.41913513029502,15.096282502546291,720.4073028212675,0.841985805287985,1995.8356462259592
1325.3202943404522,145.28563792358878,0.42238989848672026,709.2514800013059,1.3995852164620959,2672.135960060609
1869.0900933179198,68.67379647945786,0.20872761909873638,506.9117344777242,1.241812909266515,2857.4768252280323
2861.4039423450704,194.93039083807838,7.2037986135455965,624.0126250763261,1.472182968187041,4838.245405388876
2443.752583889521,301.8850976001537,3.024215914172558,315.6512062476274,1.0990715103352406,4561.608504430593
1810.5311308911887,436.07071129879796,7.806341038072608,613.0380229561449,0.741713732091318,5326.920124329396
3253.3380262507076,350.11735135640635,5.311298835851922,363.43074755797375,0.8276550299216429,5979.111125190378
1127.7223729341881,245.92834552988813,0.8556007451594472,699.2372580524905,0.8198359232919671,1535.7844613492368
1814.6509184084816,478.90405147736203,27.279124392181483,250.23447986534595,0.8264943276632516,5090.139753847745
2148.6282948216126,373.6603402591243,0.24669394166674574,663.8832037311665,1.1729641731118157,4523.721404764463
2552.3149289766616,468.5743412881475,22.08246433011256,259.9621439411717,1.0308079280904163,5611.644989539937
